land.frac in ICES format saithe 3a46
1 1
1967 2017
3 10  
1
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.643103839	0.836292856	0.931539869	0.976803342	0.990243501	0.97702158	0.975119159	0.989096183
0.519716383	0.847681623	0.833689064	0.969061192	0.972199959	0.872669124	0.908276869	0.93912927
0.459733709	0.776206329	0.98863529	1	1	1	1	1
0.589157058	0.819958165	1	1	1	1	1	1
0.72431245	1	1	1	1	1	1	1
0.704644082	0.834784724	0.962008684	1	1	1	1	1
0.616756176	0.763291019	0.915760889	0.986537003	1	1	1	1
0.908621893	0.751490576	0.871612669	0.950146534	0.978246726	0.997325932	1	0.999980758
0.888245055	0.925316116	0.97222854	0.994894052	0.989071069	0.994720179	0.990543157	0.996198132
0.898928239	0.957828332	0.971770828	0.981981445	0.999681929	0.997676366	1	0.985923126
0.793844965	0.939443109	0.985688839	0.988005852	0.997556531	0.979334992	0.999589661	0.997933195
0.490390839	0.897238652	0.918768543	0.985705167	0.996624721	0.999315716	0.993422327	0.99966791
0.687923043	0.841635408	0.936225125	0.971566962	0.998055565	1	1	0.999506159
0.764361	0.846025	0.880510	0.944340	0.981336	0.996523	1	0.999537
0.741570	0.888104	0.950634	0.971841	0.990722	0.998391	1	0.998281
0.475205115	0.728485611	0.906316745	0.900011791	0.990668632	0.995336106	0.998971154	0.999826093
0.609489224	0.797249649	0.89991947	0.988987996	0.999615939	0.999999999	0.999999995	0.998470427
